gene	source	n_strong_consensus_pathways	example_pathways	crispr_effect	crispr_p	crispr_fdr	crispr_direction
AAK1	resistance_consensus_leading_edge	3	go_bp:GOBP_NOTCH_SIGNALING_PATHWAY;go_bp:GOBP_REGULATION_OF_NOTCH_SIGNALING_PATHWAY;go_bp:GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	-1.3592133850167665	0.0027950272869829	0.376009903262218	nonsignificant_sensitising_direction
RFC4	resistance_consensus_leading_edge	3	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_CHROMOSOME_MAINTENANCE	-1.0507438268442575	0.0034380283235278	0.4210041991304704	nonsignificant_sensitising_direction
TWSG1	resistance_consensus_leading_edge	27	go_bp:GOBP_CARTILAGE_DEVELOPMENT;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_CHONDROCYTE_DIFFERENTIATION;go_bp:GOBP_CONNECTIVE_TISSUE_DEVELOPMENT;go_bp:GOBP_EMBRYONIC_MORPHOGENESIS	-0.9120702265552278	0.0035776295186834	0.4244935198472677	nonsignificant_sensitising_direction
ENO1	resistance_consensus_leading_edge	4	go_bp:GOBP_PROTEIN_PROCESSING;go_bp:GOBP_REGULATION_OF_SYSTEM_PROCESS;go_bp:GOBP_RESPONSE_TO_OXYGEN_LEVELS;go_bp:GOBP_ZYMOGEN_ACTIVATION	-0.9212019402457852	0.0036135987008161	0.4261146665536501	nonsignificant_sensitising_direction
KIF22	resistance_consensus_leading_edge	6	go_bp:GOBP_METAPHASE_CHROMOSOME_ALIGNMENT;go_bp:GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION;go_bp:GOBP_NUCLEAR_CHROMOSOME_SEGREGATION;go_bp:GOBP_SISTER_CHROMATID_SEGREGATION;hallmark:HALLMARK_E2F_TARGETS	-1.2639788498190212	0.0039269640270477	0.4452877095439666	nonsignificant_sensitising_direction
PSMD8	resistance_consensus_leading_edge	3	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_M_PHASE	-1.2861830102591023	0.0040528286268936	0.4456358783320142	nonsignificant_sensitising_direction
GCLC	resistance_consensus_leading_edge	4	go_bp:GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION;go_bp:GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS;go_bp:GOBP_RESPONSE_TO_INTERLEUKIN_1;hallmark:HALLMARK_HEME_METABOLISM	-0.9662839884510576	0.0041816803579393	0.4534424649099214	nonsignificant_sensitising_direction
LGI2	resistance_consensus_leading_edge	2	go_bp:GOBP_SYNAPSE_ASSEMBLY;go_bp:GOBP_SYNAPSE_ORGANIZATION	-1.2651359604235566	0.0045122161464172	0.4617579720560889	nonsignificant_sensitising_direction
MYB	resistance_consensus_leading_edge	4	hallmark:HALLMARK_ESTROGEN_RESPONSE_EARLY;hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE;reactome:REACTOME_ESR_MEDIATED_SIGNALING;reactome:REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	-0.7563036453230811	0.0049680748784946	0.484278482636586	nonsignificant_sensitising_direction
DBNL	resistance_consensus_leading_edge	2	go_bp:GOBP_SYNAPSE_ASSEMBLY;go_bp:GOBP_SYNAPSE_ORGANIZATION	-1.0791395141334643	0.0051095409653858	0.4889167173537107	nonsignificant_sensitising_direction
GINS4	resistance_consensus_leading_edge	2	hallmark:HALLMARK_E2F_TARGETS;reactome:REACTOME_CELL_CYCLE_MITOTIC	-0.7707640724652993	0.0054655273580246	0.4895895052514101	nonsignificant_sensitising_direction
SNX7	resistance_consensus_leading_edge	2	go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY;go_bp:GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	-0.9820890485214376	0.0054935598372843	0.4895895052514101	nonsignificant_sensitising_direction
SCPEP1	resistance_consensus_leading_edge	2	go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;go_bp:GOBP_REGULATION_OF_HORMONE_LEVELS	-0.7431110838628543	0.0058173594822214	0.5051319008585329	nonsignificant_sensitising_direction
SP3	resistance_consensus_leading_edge	2	go_bp:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT;go_bp:GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT	-0.9693748161670186	0.0061817965754634	0.5134385216568635	nonsignificant_sensitising_direction
CUL4A	resistance_consensus_leading_edge	1	hallmark:HALLMARK_G2M_CHECKPOINT	-1.7085106697887813	0.0071211493288708	0.5291756289843208	nonsignificant_sensitising_direction
TRAIP	resistance_consensus_leading_edge	1	hallmark:HALLMARK_G2M_CHECKPOINT	-1.1163433818429098	0.0076503451173902	0.5330950584348265	nonsignificant_sensitising_direction
VTN	resistance_consensus_leading_edge	32	go_bp:GOBP_CELL_MATRIX_ADHESION;go_bp:GOBP_CELL_SUBSTRATE_ADHESION;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_EMBRYONIC_MORPHOGENESIS;go_bp:GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	-0.8977765957781267	0.0077323635290346	0.5330950584348265	nonsignificant_sensitising_direction
KPNA2	resistance_consensus_leading_edge	4	hallmark:HALLMARK_E2F_TARGETS;hallmark:HALLMARK_G2M_CHECKPOINT;reactome:REACTOME_ESR_MEDIATED_SIGNALING;reactome:REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	-1.2073253929722654	0.0090919211630692	0.5392074525517574	nonsignificant_sensitising_direction
SETDB1	resistance_consensus_leading_edge	1	go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	-0.9148244656912096	0.0090456366847429	0.5392074525517574	nonsignificant_sensitising_direction
STRAP	resistance_consensus_leading_edge	6	go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS;go_bp:GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS;go_bp:GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA	-0.7018996799693706	0.0088773802274631	0.5392074525517574	nonsignificant_sensitising_direction
TBX4	resistance_consensus_leading_edge	8	go_bp:GOBP_CELL_FATE_COMMITMENT;go_bp:GOBP_EMBRYONIC_MORPHOGENESIS;go_bp:GOBP_EMBRYONIC_ORGAN_DEVELOPMENT;go_bp:GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM;go_bp:GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT	-1.3837120334683135	0.0088104683774799	0.5392074525517574	nonsignificant_sensitising_direction
PSMB3	resistance_consensus_leading_edge	3	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_M_PHASE	-0.8151193281634042	0.0093385835901366	0.54388708025116	nonsignificant_sensitising_direction
SCNN1G	resistance_consensus_leading_edge	2	go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS	-0.6361231424349496	0.0094204800441073	0.5469891497950826	nonsignificant_sensitising_direction
CDK4	resistance_consensus_leading_edge	1	hallmark:HALLMARK_E2F_TARGETS	-1.6664452518094972	0.0097603232698462	0.5520831374368789	nonsignificant_sensitising_direction
GABPA	resistance_consensus_leading_edge	1	go_bp:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	-1.0913926205850668	0.0099029852711933	0.5531483264199003	nonsignificant_sensitising_direction
CCNL1	resistance_consensus_leading_edge	1	hallmark:HALLMARK_TNFA_SIGNALING_VIA_NFKB	-1.4130313487029262	0.0107542694376629	0.5571147480382764	nonsignificant_sensitising_direction
CDC27	resistance_consensus_leading_edge	10	go_bp:GOBP_NUCLEAR_CHROMOSOME_SEGREGATION;go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION;go_bp:GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION;go_bp:GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION;go_bp:GOBP_SISTER_CHROMATID_SEGREGATION	-1.2001184654748478	0.0105484179001938	0.5571147480382764	nonsignificant_sensitising_direction
NAB1	resistance_consensus_leading_edge	11	go_bp:GOBP_BONE_DEVELOPMENT;go_bp:GOBP_BONE_MORPHOGENESIS;go_bp:GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS;go_bp:GOBP_ENSHEATHMENT_OF_NEURONS;go_bp:GOBP_GLIAL_CELL_DIFFERENTIATION	-0.900105731814647	0.0106456217283704	0.5571147480382764	nonsignificant_sensitising_direction
PTGES3	resistance_consensus_leading_edge	2	reactome:REACTOME_ESR_MEDIATED_SIGNALING;reactome:REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	-0.7439910848288456	0.0110422791481126	0.5571147480382764	nonsignificant_sensitising_direction
XRCC6	resistance_consensus_leading_edge	1	hallmark:HALLMARK_E2F_TARGETS	-0.7995794936664193	0.011140545136922	0.5571147480382764	nonsignificant_sensitising_direction
ZNF24	resistance_consensus_leading_edge	1	go_bp:GOBP_ENSHEATHMENT_OF_NEURONS	-1.104219471369265	0.01110228041974	0.5571147480382764	nonsignificant_sensitising_direction
TBC1D3F	resistance_consensus_leading_edge	2	go_bp:GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY;go_bp:GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	-0.8447693823065316	0.011354649961708	0.5604854734328387	nonsignificant_sensitising_direction
ID4	resistance_consensus_leading_edge	25	go_bp:GOBP_CONNECTIVE_TISSUE_DEVELOPMENT;go_bp:GOBP_ENSHEATHMENT_OF_NEURONS;go_bp:GOBP_FAT_CELL_DIFFERENTIATION;go_bp:GOBP_FOREBRAIN_DEVELOPMENT;go_bp:GOBP_GLIAL_CELL_DIFFERENTIATION	-0.7164598712828756	0.0115634180616123	0.561746941082457	nonsignificant_sensitising_direction
MCTP1	resistance_consensus_leading_edge	2	go_bp:GOBP_REGULATION_OF_SECRETION;go_bp:GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	-1.2811576760061731	0.0120621747439193	0.561746941082457	nonsignificant_sensitising_direction
PSMC3	resistance_consensus_leading_edge	3	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_M_PHASE	-0.9692722345050032	0.0117820050117461	0.561746941082457	nonsignificant_sensitising_direction
PSMD11	resistance_consensus_leading_edge	3	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_M_PHASE	-0.951334082485392	0.01169495434219	0.561746941082457	nonsignificant_sensitising_direction
TPP1	resistance_consensus_leading_edge	1	go_bp:GOBP_TISSUE_REMODELING	-0.7319469153054978	0.0116682912743684	0.561746941082457	nonsignificant_sensitising_direction
IFT20	resistance_consensus_leading_edge	18	go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CARDIOCYTE_DIFFERENTIATION;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY;go_bp:GOBP_COCHLEA_DEVELOPMENT;go_bp:GOBP_EAR_DEVELOPMENT	-0.7862934486813238	0.0123047851268081	0.5623404552091305	nonsignificant_sensitising_direction
HSPD1	resistance_consensus_leading_edge	3	go_bp:GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY;go_bp:GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH;go_bp:GOBP_REGULATION_OF_PEPTIDASE_ACTIVITY	-1.2709924817320646	0.01282367107959	0.5631982085862999	nonsignificant_sensitising_direction
MAPK13	resistance_consensus_leading_edge	1	hallmark:HALLMARK_ESTROGEN_RESPONSE_LATE	-0.745467222057071	0.013011557836483	0.5661954199324294	nonsignificant_sensitising_direction
KATNA1	resistance_consensus_leading_edge	1	hallmark:HALLMARK_G2M_CHECKPOINT	-0.6852155707230816	0.0131634068918678	0.5686497192490916	nonsignificant_sensitising_direction
CDH2	resistance_consensus_leading_edge	20	go_bp:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION;go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_FOREBRAIN_DEVELOPMENT;go_bp:GOBP_GLIAL_CELL_DIFFERENTIATION;go_bp:GOBP_GLIOGENESIS	-0.8651396515245908	0.0136290430415942	0.5723022794369632	nonsignificant_sensitising_direction
TAOK1	resistance_consensus_leading_edge	7	go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY;reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_MITOTIC_PROMETAPHASE;reactome:REACTOME_MITOTIC_SPINDLE_CHECKPOINT	-0.6453075372591401	0.0137778119719264	0.5723022794369632	nonsignificant_sensitising_direction
PELO	resistance_consensus_leading_edge	1	go_bp:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT	-0.731608163889744	0.0150544824577738	0.5850133063510367	nonsignificant_sensitising_direction
TLE2	resistance_consensus_leading_edge	4	go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY;go_bp:GOBP_WNT_SIGNALING_PATHWAY	-0.6089757411833565	0.0148651528388921	0.5850133063510367	nonsignificant_sensitising_direction
WBP2	resistance_consensus_leading_edge	1	go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID	-0.6640345091508015	0.0157533031167897	0.5850133063510367	nonsignificant_sensitising_direction
AKAP1	resistance_consensus_leading_edge	1	reactome:REACTOME_HEMOSTASIS	-0.8676900364055928	0.0207168736718605	0.6009826181172715	nonsignificant_sensitising_direction
ATP2B1	resistance_consensus_leading_edge	16	go_bp:GOBP_BIOMINERAL_TISSUE_DEVELOPMENT;go_bp:GOBP_BONE_MINERALIZATION;go_bp:GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT;go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;go_bp:GOBP_OSSIFICATION	-0.9182794349279372	0.0197199167536933	0.6009826181172715	nonsignificant_sensitising_direction
CHMP5	resistance_consensus_leading_edge	5	go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY;go_bp:GOBP_METAPHASE_CHROMOSOME_ALIGNMENT;go_bp:GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION;go_bp:GOBP_NUCLEAR_CHROMOSOME_SEGREGATION;go_bp:GOBP_SISTER_CHROMATID_SEGREGATION	-0.6645400618517474	0.0172615518942252	0.6009826181172715	nonsignificant_sensitising_direction
EGFR	resistance_consensus_leading_edge	55	go_bp:GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION;go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CARDIOCYTE_DIFFERENTIATION;go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	-0.6231275911847991	0.021233172986244	0.6009826181172715	nonsignificant_sensitising_direction
EP300	both	17	go_bp:GOBP_BODY_MORPHOGENESIS;go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_CELL_FATE_COMMITMENT;go_bp:GOBP_FACE_MORPHOGENESIS;go_bp:GOBP_FAT_CELL_DIFFERENTIATION	-0.5643086933317267	0.0177232202899239	0.6009826181172715	nonsignificant_sensitising_direction
EXT1	resistance_consensus_leading_edge	47	go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_BLOOD_VESSEL_REMODELING;go_bp:GOBP_BONE_DEVELOPMENT;go_bp:GOBP_BONE_MORPHOGENESIS;go_bp:GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE	-0.7930978644328786	0.0183288640005184	0.6009826181172715	nonsignificant_sensitising_direction
KIF1A	resistance_consensus_leading_edge	3	go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION;go_bp:GOBP_SYNAPSE_ORGANIZATION;reactome:REACTOME_HEMOSTASIS	-0.6932715945233507	0.019458126267852	0.6009826181172715	nonsignificant_sensitising_direction
MLLT3	resistance_consensus_leading_edge	5	go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_PATTERN_SPECIFICATION_PROCESS;go_bp:GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY;go_bp:GOBP_WNT_SIGNALING_PATHWAY	-0.6810573499768839	0.0188041720270339	0.6009826181172715	nonsignificant_sensitising_direction
MYO18A	resistance_consensus_leading_edge	3	go_bp:GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION;go_bp:GOBP_REGULATION_OF_SECRETION;go_bp:GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	-0.6548376764683201	0.0207728477197711	0.6009826181172715	nonsignificant_sensitising_direction
PIGQ	resistance_consensus_leading_edge	1	hallmark:HALLMARK_HEME_METABOLISM	-0.9654096607711616	0.0192745900967094	0.6009826181172715	nonsignificant_sensitising_direction
RGS6	resistance_consensus_leading_edge	2	go_bp:GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY;go_bp:GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	-0.7192058933666283	0.0207062876483754	0.6009826181172715	nonsignificant_sensitising_direction
SKP2	resistance_consensus_leading_edge	1	reactome:REACTOME_CELL_CYCLE_MITOTIC	-0.6657153033042995	0.01906920166224	0.6009826181172715	nonsignificant_sensitising_direction
SMAD4	resistance_consensus_leading_edge	38	go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CARDIAC_SEPTUM_MORPHOGENESIS;go_bp:GOBP_CARDIOCYTE_DIFFERENTIATION;go_bp:GOBP_CELL_FATE_COMMITMENT;go_bp:GOBP_EMBRYONIC_MORPHOGENESIS	-0.7951352035296271	0.0179208071855019	0.6009826181172715	nonsignificant_sensitising_direction
SMG9	resistance_consensus_leading_edge	4	go_bp:GOBP_HEART_DEVELOPMENT;go_bp:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT;go_bp:GOBP_SENSORY_ORGAN_DEVELOPMENT;go_bp:GOBP_SENSORY_SYSTEM_DEVELOPMENT	-0.7583177328955353	0.0189172673848487	0.6009826181172715	nonsignificant_sensitising_direction
SPTLC3	resistance_consensus_leading_edge	1	go_bp:GOBP_ALCOHOL_METABOLIC_PROCESS	-0.8120394828946331	0.0205628255959322	0.6009826181172715	nonsignificant_sensitising_direction
TMEM170B	resistance_consensus_leading_edge	4	go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY;go_bp:GOBP_WNT_SIGNALING_PATHWAY	-0.7164086122931028	0.0177924147079491	0.6009826181172715	nonsignificant_sensitising_direction
XPO1	resistance_consensus_leading_edge	8	hallmark:HALLMARK_E2F_TARGETS;hallmark:HALLMARK_G2M_CHECKPOINT;reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_MITOTIC_PROMETAPHASE	-1.3527109902883234	0.0207344585966033	0.6009826181172715	nonsignificant_sensitising_direction
ZNF592	resistance_consensus_leading_edge	1	go_bp:GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	-1.1564588903593762	0.0210866542428794	0.6009826181172715	nonsignificant_sensitising_direction
AAAS	resistance_consensus_leading_edge	5	go_bp:GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION;go_bp:GOBP_NUCLEAR_CHROMOSOME_SEGREGATION;go_bp:GOBP_SISTER_CHROMATID_SEGREGATION;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_M_PHASE	-0.8314028056953484	0.0213041138615696	0.6011410444572609	nonsignificant_sensitising_direction
CCNA2	resistance_consensus_leading_edge	4	hallmark:HALLMARK_G2M_CHECKPOINT;reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_CHROMOSOME_MAINTENANCE	-1.25286950946677	0.0225206804738058	0.6017506707556782	nonsignificant_sensitising_direction
CDCA3	resistance_consensus_leading_edge	1	hallmark:HALLMARK_E2F_TARGETS	-0.9273215090966378	0.0235234873739692	0.6083323450475413	nonsignificant_sensitising_direction
COMT	resistance_consensus_leading_edge	5	go_bp:GOBP_ARTERY_DEVELOPMENT;go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS;go_bp:GOBP_RENAL_SYSTEM_DEVELOPMENT;go_bp:GOBP_RESPONSE_TO_OXYGEN_LEVELS;go_bp:GOBP_RESPONSE_TO_WOUNDING	-0.8073808289183058	0.0234664248311161	0.6083323450475413	nonsignificant_sensitising_direction
LAMA4	resistance_consensus_leading_edge	7	reactome:REACTOME_ECM_PROTEOGLYCANS;reactome:REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION;reactome:REACTOME_LAMININ_INTERACTIONS;reactome:REACTOME_MET_ACTIVATES_PTK2_SIGNALING;reactome:REACTOME_MET_PROMOTES_CELL_MOTILITY	-0.6172010648507325	0.0233680427903702	0.6083323450475413	nonsignificant_sensitising_direction
EIF4G1	resistance_consensus_leading_edge	8	go_bp:GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS;go_bp:GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION;go_bp:GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS;go_bp:GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION;go_bp:GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	-0.8772061842551846	0.0251515930831534	0.6107307410570448	nonsignificant_sensitising_direction
GSK3B	resistance_consensus_leading_edge	25	go_bp:GOBP_AXON_DEVELOPMENT;go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY;go_bp:GOBP_CELLULAR_RESPONSE_TO_LIPID;go_bp:GOBP_CELL_MATRIX_ADHESION	-0.6360932604716467	0.0253736316319902	0.6107307410570448	nonsignificant_sensitising_direction
MFN2	resistance_consensus_leading_edge	6	go_bp:GOBP_CELLULAR_COMPONENT_DISASSEMBLY;go_bp:GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT;go_bp:GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH;go_bp:GOBP_SENSORY_ORGAN_DEVELOPMENT;go_bp:GOBP_SENSORY_SYSTEM_DEVELOPMENT	-0.849541273513359	0.0251604627110853	0.6107307410570448	nonsignificant_sensitising_direction
NSMCE4A	resistance_consensus_leading_edge	1	go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	-0.9982147766536648	0.0248300334751672	0.6107307410570448	nonsignificant_sensitising_direction
FBXO34	resistance_consensus_leading_edge	1	hallmark:HALLMARK_HEME_METABOLISM	-0.6798291341846792	0.0256104729111417	0.6114399124974189	nonsignificant_sensitising_direction
TANC2	resistance_consensus_leading_edge	2	go_bp:GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION;go_bp:GOBP_SYNAPSE_ORGANIZATION	-0.9933010241336956	0.0264880696254516	0.6208608516012304	nonsignificant_sensitising_direction
CPOX	resistance_consensus_leading_edge	1	hallmark:HALLMARK_HEME_METABOLISM	-0.6617270058723248	0.0266044088498895	0.6218313825478712	nonsignificant_sensitising_direction
TPPP3	resistance_consensus_leading_edge	1	go_bp:GOBP_PLACENTA_DEVELOPMENT	-0.6158828084724064	0.0266271303420488	0.6218313825478712	nonsignificant_sensitising_direction
CRKL	resistance_consensus_leading_edge	11	go_bp:GOBP_CELL_CHEMOTAXIS;go_bp:GOBP_CELL_SUBSTRATE_ADHESION;go_bp:GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS;go_bp:GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION;go_bp:GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	-0.9714547192693264	0.0277809486772935	0.6261239726568083	nonsignificant_sensitising_direction
KSR1	resistance_consensus_leading_edge	4	go_bp:GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE;go_bp:GOBP_REGULATION_OF_KINASE_ACTIVITY;go_bp:GOBP_REGULATION_OF_MAP_KINASE_ACTIVITY;go_bp:GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	-0.9969318034725124	0.0285638239858023	0.627455155691706	nonsignificant_sensitising_direction
PPP2R5D	resistance_consensus_leading_edge	6	reactome:REACTOME_CELL_CYCLE_CHECKPOINTS;reactome:REACTOME_CELL_CYCLE_MITOTIC;reactome:REACTOME_MITOTIC_PROMETAPHASE;reactome:REACTOME_MITOTIC_SPINDLE_CHECKPOINT;reactome:REACTOME_M_PHASE	-0.9915158926022568	0.0286527374938489	0.627455155691706	nonsignificant_sensitising_direction
CCNYL1	resistance_consensus_leading_edge	5	go_bp:GOBP_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY;go_bp:GOBP_REGULATION_OF_KINASE_ACTIVITY;go_bp:GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY;go_bp:GOBP_WNT_SIGNALING_PATHWAY	-0.7010383068414185	0.0306641897545301	0.6275213234097299	nonsignificant_sensitising_direction
E2F4	resistance_consensus_leading_edge	1	go_bp:GOBP_CIRCULATORY_SYSTEM_PROCESS	-0.6190653755208757	0.0315833807338659	0.6275213234097299	nonsignificant_sensitising_direction
MAZ	resistance_consensus_leading_edge	1	go_bp:GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	-0.5446372669642088	0.0304480082123789	0.6275213234097299	nonsignificant_sensitising_direction
NCAPG2	resistance_consensus_leading_edge	8	go_bp:GOBP_CHROMOSOME_SEPARATION;go_bp:GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION;go_bp:GOBP_NUCLEAR_CHROMOSOME_SEGREGATION;go_bp:GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION;go_bp:GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	-1.0075437416455753	0.0309284561507281	0.6275213234097299	nonsignificant_sensitising_direction
