collection	pathway	datasets_tested	datasets_tested_names	datasets_FDR05	datasets_nominal	NES_positive_count	NES_negative_count	direction_consistency	median_NES	mean_NES	leading_edge_overlap	consensus_category
go_bp	GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4410050191884582	1.4798462819697538	11.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4408765629341094	1.3963019521873068	9.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.440184548636077	1.5313790602202753	10.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.435348267043595	1.4881837166257001	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.4351212127895103	1.4863562859055002	9.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.43473461473358	1.4573798635763484	11.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.4346923769136086	1.5625587606085165	8.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.4322364288873324	1.4770603513988443	4.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4322179028371602	1.4034755468677211	9.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_CELLULAR_RESPONSE_TO_KETONE	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4313875854923943	1.4626663105141382	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4290116452869257	1.3789123233223408	2.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4269789821915444	1.3515536012806066	10.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.424300520912175	1.4247864785557285	14.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_MUSCLE_CELL_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4241656266458596	1.328148404638174	8.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_MUSCLE_STRUCTURE_DEVELOPMENT	2	gse118713,gse240112	1	2	2	0	all_positive	1.4225326425176577	1.4225326425176577	47.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4223995553487638	1.430994414047911	11.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_PROTEOGLYCAN_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4220504119149755	1.5759093957488648	7.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4198982057355924	1.5404855596629738	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.41989629769105	1.3839136020984524	7.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_PROTON_TRANSMEMBRANE_TRANSPORT	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4198852936779105	1.3600265475580462	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4189467119391883	1.472362721212524	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_APPENDAGE_MORPHOGENESIS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4136815205777673	1.5076347176713465	8.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4129508263945565	1.4752487328457473	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4127914347404815	1.3164942659396939	13.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4123730176126	1.3924735788940852	6.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_MYELOID_LEUKOCYTE_ACTIVATION	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.4120122676240416	1.507171974598287	9.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_APPENDAGE_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4103892486112235	1.4674079233342188	8.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_AMINOGLYCAN_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.40947029314482	1.5316291170069236	8.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_EARLY_SARS_COV_2_INFECTION_EVENTS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4063197022747929	1.4721178334657825	3.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEGATIVE_REGULATION_OF_TRANSPORT	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.405395722077183	1.3759798078530376	14.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEURON_PROJECTION_ORGANIZATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.4014971172380144	1.411979016050143	6.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_ENDOTHELIAL_CELL_MIGRATION	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.3995866644316677	1.425391593066853	8.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_TUBE_SIZE	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3988054786690112	1.4647621105025381	4.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3964919491770544	1.3949366981720352	10.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_GTPASE_ACTIVITY	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3946975011659593	1.3196553347019422	9.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3896186409227755	1.3009775123611893	15.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3866924821860602	1.4170702025981667	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEGATIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.384723278198446	1.4014443701502097	4.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3824521410041273	1.4730330500378077	6.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3806855466885786	1.5272460450009657	8.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3799796994913809	1.3284807467895103	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_RESPONSE_TO_PEPTIDE_HORMONE	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.3796334110808302	1.3586346025472402	12.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3785111888621333	1.3726000578589617	4.0	DIRECTIONAL_CONSENSUS
hallmark	HALLMARK_APOPTOSIS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.37784962420357	1.3069133067430554	8.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_CELL_FATE_SPECIFICATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3777734208417918	1.2707540108697841	2.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_GLIAL_CELL_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3675432532910234	1.472062143883101	7.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_CELL_JUNCTION_ASSEMBLY	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.3636624370055028	1.3939978241292408	21.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3615351199141803	1.4277118390822547	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3601402220735426	1.4761225537712335	6.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_ENDOCRINE_SYSTEM_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3594307043428246	1.5420254437391254	6.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.357138878123557	1.633421641548787	15.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3567385545729749	1.3264775031775875	11.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.356489971577012	1.4125948416109375	11.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_TRANSFERASE_ACTIVITY	2	gse118713,gse240112	1	2	2	0	all_positive	1.3543667223042086	1.3543667223042086	54.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.3493098728467832	1.4602093735719295	20.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_COGNITION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3468121405447695	1.383585273661513	12.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.3456150909161084	1.3023397128833378	31.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3446720603598248	1.2099555161114572	13.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3438712281119094	1.3647312040891884	6.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.342288822770325	1.3982591942872524	15.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_RESPONSE_TO_MECHANICAL_STIMULUS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.338368542913304	1.3880194246570134	6.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_HORMONE_SECRETION	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.3383649273923883	1.3944214127490573	5.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3370151794513023	1.3427109738258853	10.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3366897788398702	1.4837049285142687	13.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.335606243843344	1.3376290504998343	9.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_RESPONSE_TO_KETONE	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3338698208499942	1.3781722926091753	4.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_SIGNAL_RELEASE	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.3328893823887915	1.37066196097949	13.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_SECRETION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.331924770098206	1.3434042159279265	4.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_BEHAVIOR	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.3273383562562553	1.3670740792678455	18.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_CELL_CELL_ADHESION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3255120575821897	1.4046595545881007	18.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND	2	gse118713,gse240112	1	2	2	0	all_positive	1.325197180190571	1.325197180190571	41.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3238208789578276	1.4207186165082584	7.0	DIRECTIONAL_CONSENSUS
hallmark	HALLMARK_GLYCOLYSIS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3218542815825869	1.3156408552175436	13.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_STEM_CELL_DIFFERENTIATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3207939287500778	1.4045819100682042	8.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_NEUTROPHIL_DEGRANULATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3193433350639785	1.3232534756493548	13.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3151636695589066	1.3831157818227728	7.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_EPIDERMIS_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.314732678641623	1.313319831992753	9.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.3143159999810754	1.4446809683099529	17.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_RHO_GTPASE_CYCLE	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3136890046835492	1.3602101845652588	18.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.306447780787119	1.4250080814954638	7.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.3043342754972254	1.4317725921719695	19.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_LEUKOCYTE_DIFFERENTIATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3034468361787828	1.302224361773601	23.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEURON_APOPTOTIC_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.3004161736642776	1.289125420777738	16.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.29971190639377	1.3659808117997025	17.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_MEMBRANE_POTENTIAL	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.289837460992935	1.2615743987770187	11.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_ACTIVITY	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.2869884199628252	1.3117487246271218	12.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_HORMONE_TRANSPORT	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.2863928592972744	1.3530067990322427	7.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.2783394281451346	1.3135357046786185	13.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.2771714373955991	1.4693160240862337	11.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_GLYCOPROTEIN_METABOLIC_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.2757196156094617	1.539551443954376	20.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_MUSCLE_SYSTEM_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.2747938596760582	1.340244564534709	19.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	3	gse111151,gse118713,gse240112	1	3	3	0	all_positive	1.267688522238784	1.3657132519950972	10.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_SENSORY_ORGAN_MORPHOGENESIS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.2668001609730066	1.3348548825063749	12.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.265737978404646	1.2601365060332514	14.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_SIGNALING_BY_GPCR	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.2629847036807698	1.2661080252309964	12.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.260537664396893	1.2811555242616712	20.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.258780902480776	1.370064739073604	22.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.257404881291626	1.3314662548133602	15.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.2572263207584633	1.4972857334293137	16.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_MONONUCLEAR_CELL_DIFFERENTIATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.253590443903374	1.2591316727224855	24.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_GLAND_DEVELOPMENT	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.251700959835385	1.3072526742257173	14.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.245076404062352	1.3705010543302896	24.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_PROTEOLYSIS	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.2385639630224154	1.2646623210466148	22.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_CELL_ACTIVATION	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.2284366493487533	1.3004778889271613	17.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_CELL_GROWTH	3	gse111151,gse118713,gse240112	1	2	3	0	all_positive	1.205715921493861	1.2651459729459553	15.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_MEIOTIC_CELL_CYCLE	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.236207457815232	-1.3150256885022544	12.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_SPINDLE_ASSEMBLY	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.253758158821038	-1.1556561184001073	20.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.2546873105660248	-1.288509140023672	35.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_DNA_REPLICATION	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.2641958154004815	-1.1445794835475847	12.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_CHROMOSOME_SEGREGATION	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.268151334061932	-1.2411153021962915	39.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_MITOTIC_NUCLEAR_DIVISION	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.279341166061444	-1.1661282043050656	35.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_CILIUM_ASSEMBLY	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.3227522601138766	-1.3587995346323345	11.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.3419120526992956	-1.2332637251403227	1.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_G2_M_CHECKPOINTS	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.3784223038221273	-1.492915340819346	8.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	3	gse111151,gse118713,gse240112	1	3	0	3	all_negative	-1.3793780936037328	-1.4347797917478242	30.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_SYNTHESIS_OF_DNA	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.382563544915222	-1.2897097518870067	14.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.3946708256085296	-1.1859158860702805	7.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.4015004652057677	-1.397504958458675	17.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_HOMOLOGY_DIRECTED_REPAIR	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.4082000410488518	-1.403459271199159	17.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.4128169528668315	-1.3547673780420775	6.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.424753187523373	-1.39470700071864	13.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.4394828801196071	-1.3707805088296396	4.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.445842690935069	-1.280760371225538	11.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.4492553491013227	-1.3733250856404142	0.0	DIRECTIONAL_CONSENSUS
go_bp	GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION	3	gse111151,gse118713,gse240112	1	3	0	3	all_negative	-1.4799039619131824	-1.622739010637747	13.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.4929460622184652	-1.579236335939812	5.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.495780678697915	-1.4443787007019055	7.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_EXTENSION_OF_TELOMERES	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.5198897307117512	-1.3487562247373566	11.0	DIRECTIONAL_CONSENSUS
reactome	REACTOME_AURKA_ACTIVATION_BY_TPX2	3	gse111151,gse118713,gse240112	1	2	0	3	all_negative	-1.5319308675171797	-1.4379952861262144	6.0	DIRECTIONAL_CONSENSUS
