gene	anon_id
BHLHE40	Gene32358
FXYD3	Gene32359
HSPA12A	Gene32360
SYNM	Gene32361
SNORD71	Gene32362
LINC01202	Gene32363
SAPCD2	Gene32364
NDEL1	Gene32365
GLUD1P7	Gene32366
RFX5	Gene32367
PEX11G	Gene32368
RP11-360D2.2	Gene32369
AL138689.2	Gene32370
FAM219A	Gene32371
AC009473.1	Gene32372
RHOQP3	Gene32373
ERGIC1	Gene32374
HOXD8	Gene32375
ARRDC3-AS1	Gene32376
TRIM71	Gene32377
OR4P4	Gene32378
WNT5B	Gene32379
TCEB3	Gene32380
EFCAB14-AS1	Gene32381
TMED10P1	Gene32382
ARV1	Gene32383
OR2T34	Gene32384
DDX19A	Gene32385
KCNE1	Gene32386
RP11-544O24.2	Gene32387
RP11-302B13.1	Gene32388
AC090527.3	Gene32389
RPL31P15	Gene32390
HMGB1P19	Gene32391
MZB1	Gene32392
AD001527.4	Gene32393
GAPDHP2	Gene32394
AC087393.2	Gene32395
RP11-31H5.3	Gene32396
HRK	Gene32397
CRTC2	Gene32398
MLIP	Gene32399
WWTR1	Gene32400
NR5A2	Gene32401
ZNF555	Gene32402
AP000866.1	Gene32403
SHFM1	Gene32404
SH3RF2	Gene32405
XPA	Gene32406
NCLN	Gene32407
AC098588.3	Gene32408
HSPA8P18	Gene32409
ARHGAP44	Gene32410
COPS8	Gene32411
CALML6	Gene32412
Mar.03	Gene32413
ATF3	Gene32414
AC019211.1	Gene32415
MAFF	Gene32416
FKBP9P1	Gene32417
OR51I2	Gene32418
POTEG	Gene32419
WDR76	Gene32420
RP11-705C15.3	Gene32421
CTD-2562J15.4	Gene32422
RP13-1032I1.7	Gene32423
ACTG1	Gene32424
SCP2D1	Gene32425
HIST2H3D	Gene32426
HEPACAM2	Gene32427
RP11-758P17.3	Gene32428
DIP2A-IT1	Gene32429
RP11-606P2.1	Gene32430
RFC5	Gene32431
RP11-285E23.2	Gene32432
PDCD4	Gene32433
AL031777.1	Gene32434
HNRNPK	Gene32435
AUNIP	Gene32436
SCAF11	Gene32437
ABCC6P2	Gene32438
TRIP6	Gene32439
PDCD1LG2	Gene32440
MIRLET7F1	Gene32441
AC012170.3	Gene32442
AL078604.2	Gene32443
KRBOX1	Gene32444
KARSP1	Gene32445
MUC5AC	Gene32446
SOCS6	Gene32447
AC116552.1	Gene32448
LINC02256	Gene32449
NXPH3	Gene32450
AC010735.1	Gene32451
NFIA-AS2	Gene32452
BTN1A1	Gene32453
USP17L8	Gene32454
SETP11	Gene32455
RP11-154H23.5	Gene32456
RP11-178L8.8	Gene32457
RBM14-RBM4	Gene32458
RP11-888D10.3	Gene32459
SMARCA5-AS1	Gene32460
AC080094.1	Gene32461
KIF25	Gene32462
RP11-221N13.3	Gene32463
RNU6-251P	Gene32464
RP4-778K6.3	Gene32465
IFNA21	Gene32466
AC005609.5	Gene32467
AKAP3	Gene32468
AC007611.1	Gene32469
ZNF503	Gene32470
RP11-151A10.3	Gene32471
KLHDC9	Gene32472
PTBP3	Gene32473
LRRC49	Gene32474
GRAMD4	Gene32475
FAM193A	Gene32476
CYC1	Gene32477
AC013400.1	Gene32478
CTC-436P18.1	Gene32479
AL133168.3	Gene32480
RHD	Gene32481
PRKAB1	Gene32482
APOC1	Gene32483
RP11-162I7.2	Gene32484
LINC01633	Gene32485
RP5-1142A6.2	Gene32486
SLC18B1	Gene32487
DNASE1L3	Gene32488
CYP2R1	Gene32489
AC007780.1	Gene32490
PLPP1	Gene32491
ING2	Gene32492
CREBRF	Gene32493
TCEAL5	Gene32494
RP11-809C18.3	Gene32495
UCN2	Gene32496
RBKS	Gene32497
CHGB	Gene32498
MIR99A	Gene32499
RP11-380M21.1	Gene32500
OR51Q1	Gene32501
MCMBP	Gene32502
RP11-592N21.1	Gene32503
COA7	Gene32504
HCG16	Gene32505
AL513550.1	Gene32506
C2orf44	Gene32507
SOX12	Gene32508
MAN2A2	Gene32509
HMGN2P4	Gene32510
NOTO	Gene32511
PGAP1	Gene32512
MTHFD1L	Gene32513
TP53TG1	Gene32514
FYTTD1	Gene32515
KRT17	Gene32516
RP11-274H2.3	Gene32517
RPL36AL	Gene32518
MYORG	Gene32519
AC005062.2	Gene32520
RP11-312B8.1	Gene32521
FADS1	Gene32522
GLIS1	Gene32523
MAK16	Gene32524
AC025918.2	Gene32525
AC007292.2	Gene32526
ZNF839	Gene32527
RP3-507I15.2	Gene32528
RP6-65G23.5	Gene32529
PDE7A	Gene32530
LY6H	Gene32531
CAMK4	Gene32532
AC244517.5	Gene32533
ARSK	Gene32534
UXT	Gene32535
TSTD2	Gene32536
IAH1	Gene32537
CTD-2509G16.5	Gene32538
RPUSD1	Gene32539
RP4-728D4.3	Gene32540
AP001885.2	Gene32541
SLC35F2	Gene32542
LINC00632	Gene32543
CYSLTR2	Gene32544
AC008040.5	Gene32545
SNTG1	Gene32546
AP000807.2	Gene32547
RP11-408H1.3	Gene32548
GPR12	Gene32549
EPCAM-DT	Gene32550
SNORD30	Gene32551
SPINK7	Gene32552
SNORA20	Gene32553
DCAF4L2	Gene32554
REXO5	Gene32555
AC016549.1	Gene32556
RPL35P5	Gene32557
NRTN	Gene32558
PSCA	Gene32559
KB-1980E6.2	Gene32560
RP11-680L20.1	Gene32561
AC093330.1	Gene32562
PPP1R2	Gene32563
AC100771.2	Gene32564
C14orf132	Gene32565
NIP7P3	Gene32566
CLCC1	Gene32567
C9orf78	Gene32568
AC026803.3	Gene32569
RP11-483I13.2	Gene32570
CTD-2555O16.2	Gene32571
RPL3P2	Gene32572
ZNF556	Gene32573
RPL21P10	Gene32574
OR5M3	Gene32575
RP11-155G14.5	Gene32576
CCZ1B	Gene32577
BRS3	Gene32578
RBM8A	Gene32579
ETF1	Gene32580
RAD51-AS1	Gene32581
SFTA3	Gene32582
KIZ-AS1	Gene32583
PIN4P1	Gene32584
MKL2	Gene32585
CHCHD5	Gene32586
OR7E14P	Gene32587
IL36B	Gene32588
ZNF429	Gene32589
RANP6	Gene32590
RP11-766H1.1	Gene32591
CAMK1D	Gene32592
FICD	Gene32593
RP4-660H19.1	Gene32594
C9orf153	Gene32595
MTNR1A	Gene32596
CCDC172	Gene32597
AC135457.1	Gene32598
RP11-180D21.3	Gene32599
AZIN1-AS1	Gene32600
MRNIP	Gene32601
CTC-537E7.1	Gene32602
AP3S2	Gene32603
AC002519.8	Gene32604
AC092329.4	Gene32605
AL137779.1	Gene32606
OBSCN	Gene32607
C14orf177	Gene32608
CTD-3032J10.4	Gene32609
C11orf85	Gene32610
RP11-116O18.3	Gene32611
HSPE1P26	Gene32612
PGBD2	Gene32613
NFYAP1	Gene32614
AL079334.1	Gene32615
C9orf43	Gene32616
AC006145.4	Gene32617
TIAM1	Gene32618
AC087893.2	Gene32619
MUC4	Gene32620
SCO2	Gene32621
FAM25G	Gene32622
NFX1	Gene32623
OR1B1	Gene32624
CTD-2231E14.2	Gene32625
RP11-15A1.7	Gene32626
AC084018.1	Gene32627
LRRC61	Gene32628
RP11-477E3.2	Gene32629
RP5-857K21.6	Gene32630
ASB17	Gene32631
FAM156A	Gene32632
PUM1	Gene32633
PSMA3-AS1	Gene32634
RP4-536B24.4	Gene32635
AC133550.3	Gene32636
INTS10	Gene32637
SFN	Gene32638
NCAPG	Gene32639
AP002812.2	Gene32640
RP4-607I7.1	Gene32641
SPRED3	Gene32642
RP11-1399P15.1	Gene32643
GJA1	Gene32644
MORN1	Gene32645
RP11-529H20.3	Gene32646
RMDN1	Gene32647
LRRTM3	Gene32648
PPP3CC	Gene32649
RP11-500M8.4	Gene32650
DANCR	Gene32651
RP13-1056D16.2	Gene32652
RN7SL600P	Gene32653
ANXA13	Gene32654
POC1B	Gene32655
STRADB	Gene32656
PITPNM2	Gene32657
LRRC37A	Gene32658
CDCA4P1	Gene32659
COL18A1	Gene32660
ATP2B1	Gene32661
SLC25A5P8	Gene32662
LINC01239	Gene32663
RP5-1068E13.7	Gene32664
FOSL2	Gene32665
AC080129.2	Gene32666
GATAD2A	Gene32667
GABRA6	Gene32668
OR5G5P	Gene32669
MIR612	Gene32670
LPP-AS1	Gene32671
C1orf162	Gene32672
C1orf122	Gene32673
FPR1	Gene32674
RP11-349G13.3	Gene32675
NOVA1-AS1	Gene32676
HDHD3	Gene32677
RIOX2	Gene32678
MAGEA12	Gene32679
TLR3	Gene32680
YPEL3	Gene32681
STYK1	Gene32682
CCDC166	Gene32683
SFMBT1	Gene32684
UMOD	Gene32685
AC080112.4	Gene32686
SLC4A2	Gene32687
SOX21-AS1	Gene32688
RP5-1057I20.4	Gene32689
ZNF702P	Gene32690
C21orf2	Gene32691
PLD5	Gene32692
RPS15	Gene32693
AC011445.2	Gene32694
AC005062.1	Gene32695
RP11-357G3.2	Gene32696
CDSN	Gene32697
RP11-255E6.5	Gene32698
LINC01342	Gene32699
DTX4	Gene32700
EVA1C	Gene32701
RP11-770J1.3	Gene32702
LINC02853	Gene32703
RP11-799B12.4	Gene32704
CMPK2	Gene32705
RN7SKP253	Gene32706
AP001432.14	Gene32707
ATP13A4-AS1	Gene32708
PAQR3	Gene32709
USP50	Gene32710
LRP10	Gene32711
RP11-503E24.2	Gene32712
MGME1	Gene32713
EML5	Gene32714
CALML3	Gene32715
RP11-467P9.1	Gene32716
RP11-97O12.5	Gene32717
SLC24A4	Gene32718
CARD10	Gene32719
FADS2	Gene32720
SSX3	Gene32721
AC073320.1	Gene32722
SNORD3C	Gene32723
SERPINE3	Gene32724
THAP4	Gene32725
MIR4724	Gene32726
CCRL2	Gene32727
CTD-2542C24.5	Gene32728
RP11-717D12.1	Gene32729
TMEM50A	Gene32730
ZNF70	Gene32731
MIR632	Gene32732
CTD-2650P22.2	Gene32733
NUP98	Gene32734
LINC01275	Gene32735
LYL1	Gene32736
AP002793.1	Gene32737
PLBD2	Gene32738
NCAPH2	Gene32739
RP11-141C7.4	Gene32740
RP11-551L14.4	Gene32741
AC008825.1	Gene32742
C2orf92	Gene32743
AL392086.3	Gene32744
FTHL17	Gene32745
C16orf86	Gene32746
RP11-464F9.22	Gene32747
TRAF2	Gene32748
LINC01494	Gene32749
SNORD116-18	Gene32750
RPL21P54	Gene32751
TNKS	Gene32752
AC135279.4	Gene32753
AL590431.1	Gene32754
ZNF470	Gene32755
LINC02532	Gene32756
RGS21	Gene32757
HMMR-AS1	Gene32758
BCAS2	Gene32759
EPN2	Gene32760
AC021752.1	Gene32761
CDH6	Gene32762
RP11-459D22.1	Gene32763
TBP	Gene32764
AHCTF1	Gene32765
ZIC1	Gene32766
HNF4G	Gene32767
RP11-54C4.3	Gene32768
RP11-332H18.3	Gene32769
FAM153C	Gene32770
RN7SL151P	Gene32771
RCCD1	Gene32772
RP11-632F7.1	Gene32773
AP001198.1	Gene32774
SP7	Gene32775
RP11-449H3.3	Gene32776
PRR27	Gene32777
AC004943.2	Gene32778
RP11-296I10.3	Gene32779
POLI	Gene32780
SYNE3	Gene32781
AC005674.2	Gene32782
AC080013.1	Gene32783
LINC01534	Gene32784
KCNK13	Gene32785
ANKEF1	Gene32786
IFT74	Gene32787
CTB-2L9.1	Gene32788
CMSS1	Gene32789
CUL1	Gene32790
RP11-552F3.13	Gene32791
AC008703.1	Gene32792
GALP	Gene32793
C8G	Gene32794
BAZ2B	Gene32795
RPL35A	Gene32796
BTBD2	Gene32797
AC097534.2	Gene32798
AC093724.2	Gene32799
TAF9B	Gene32800
WDSUB1	Gene32801
AC072054.1	Gene32802
NEO1	Gene32803
TCTE3	Gene32804
AC092332.1	Gene32805
AC006483.1	Gene32806
PPT2-EGFL8	Gene32807
CTD-2545M3.2	Gene32808
BCL2L2	Gene32809
ZFP69	Gene32810
FCF1P5	Gene32811
RP11-244H3.4	Gene32812
DES	Gene32813
ZIC3	Gene32814
RP11-53B2.2	Gene32815
DRP2	Gene32816
YPEL2	Gene32817
MTND1P21	Gene32818
DIPK1B	Gene32819
LTO1	Gene32820
ARPP19	Gene32821
RP5-1028L10.1	Gene32822
GNAT1	Gene32823
AC011446.2	Gene32824
GMEB2	Gene32825
SCNN1G	Gene32826
FAM204BP	Gene32827
CCDC64B	Gene32828
AL672291.1	Gene32829
PLCB3	Gene32830
RP11-463D19.1	Gene32831
MASP2	Gene32832
FAM71D	Gene32833
CTB-191K22.5	Gene32834
CD40LG	Gene32835
LANCL1	Gene32836
PTGER1	Gene32837
PARP8	Gene32838
Z93403.1	Gene32839
ASF1B	Gene32840
RNU6-123P	Gene32841
RPS3AP26	Gene32842
FRS3	Gene32843
RP11-378A13.1	Gene32844
VAPB	Gene32845
RP11-755F10.1	Gene32846
CTD-2341M24.1	Gene32847
GHDC	Gene32848
TDGP1	Gene32849
SSRP1	Gene32850
PRSS35	Gene32851
SLC1A2	Gene32852
RP11-527F13.1	Gene32853
SPIN3	Gene32854
AC004148.1	Gene32855
RP11-167N5.5	Gene32856
AL391069.2	Gene32857
AC073063.10	Gene32858
SETD3	Gene32859
TMCO5A	Gene32860
RP11-482M8.1	Gene32861
MAGEB2	Gene32862
RP1-313I6.12	Gene32863
Z99127.4	Gene32864
CBX5	Gene32865
SLC35G6	Gene32866
AL357556.4	Gene32867
CTSH	Gene32868
AL136419.6	Gene32869
AL354696.1	Gene32870
CCDC163P	Gene32871
IFT122	Gene32872
CARF	Gene32873
TRAPPC4	Gene32874
JPX	Gene32875
RP11-46O21.2	Gene32876
PIH1D3	Gene32877
ABRAXAS1	Gene32878
AC009126.1	Gene32879
LAMTOR3P2	Gene32880
ZC3H10	Gene32881
AF131216.4	Gene32882
AC010680.2	Gene32883
ATXN7L3B	Gene32884
IL13	Gene32885
PYCRL	Gene32886
RP11-1081L13.4	Gene32887
SGK3	Gene32888
RP11-165F24.3	Gene32889
LBX2-AS1	Gene32890
RP11-29H23.5	Gene32891
AC009237.15	Gene32892
MBNL1	Gene32893
RIOX1	Gene32894
RP11-213G2.2	Gene32895
ZFP3	Gene32896
S100A4	Gene32897
ELK1	Gene32898
MTIF2	Gene32899
RN7SL715P	Gene32900
ARMH3	Gene32901
GOLIM4	Gene32902
ACTBP2	Gene32903
RP11-297C4.1	Gene32904
OR13G1	Gene32905
CDT1	Gene32906
AC011933.3	Gene32907
SCARNA6	Gene32908
OR4N5	Gene32909
AC107081.2	Gene32910
ENC1	Gene32911
RBBP4P2	Gene32912
SRCIN1	Gene32913
IRAK3	Gene32914
HNRNPA1P5	Gene32915
FOXA1	Gene32916
UBE2V2P3	Gene32917
RP11-216L13.18	Gene32918
LINC02240	Gene32919
AC104982.2	Gene32920
EIF3D	Gene32921
DLL3	Gene32922
DEFB112	Gene32923
GSTP1	Gene32924
MIR6852	Gene32925
CXorf38	Gene32926
TCF24	Gene32927
GOLGB1	Gene32928
PARGP1	Gene32929
SLC36A2	Gene32930
LINC01278	Gene32931
ADCY5	Gene32932
RP11-353N14.4	Gene32933
CYTH2	Gene32934
DSG2	Gene32935
PHKA2-AS1	Gene32936
ZNF587B	Gene32937
FAM189A1	Gene32938
SH2D3C	Gene32939
PRSS27	Gene32940
RSU1P3	Gene32941
AL583808.1	Gene32942
AP001107.4	Gene32943
TNFSF12	Gene32944
HLX	Gene32945
NELFCD	Gene32946
RN7SKP71	Gene32947
TTC23	Gene32948
ARAP3	Gene32949
RP11-361M10.3	Gene32950
ARPC3P2	Gene32951
KLK12	Gene32952
AC068279.2	Gene32953
IGF2BP2	Gene32954
POLRMT	Gene32955
TMEM35B	Gene32956
HSPE1P8	Gene32957
LINC01950	Gene32958
AC099521.3	Gene32959
AL353689.3	Gene32960
DCP1A	Gene32961
AC006538.4	Gene32962
GUCY1A3	Gene32963
RP11-181C21.4	Gene32964
LA16c-431H6.7	Gene32965
BHLHE23	Gene32966
PSG2	Gene32967
AC138035.2	Gene32968
LINC00885	Gene32969
FABP6	Gene32970
MTRNR2L10	Gene32971
AL451069.1	Gene32972
THAP2	Gene32973
RP11-498C9.3	Gene32974
AC073389.3	Gene32975
C17orf113	Gene32976
LRRC4B	Gene32977
RP11-159D12.5	Gene32978
RBFA	Gene32979
RP11-456H18.2	Gene32980
PTENP1	Gene32981
IMMTP1	Gene32982
RP11-436M15.3	Gene32983
FCGR2A	Gene32984
ILF3-AS1	Gene32985
METTL11B	Gene32986
EIF2AK3	Gene32987
AC022274.1	Gene32988
ZNF528	Gene32989
PKI55	Gene32990
HADHAP1	Gene32991
AL137077.2	Gene32992
SNORD11B	Gene32993
VEZF1	Gene32994
CTD-2666L21.2	Gene32995
PPWD1	Gene32996
CAMK1	Gene32997
RP1-34H18.1	Gene32998
RP11-732A21.2	Gene32999
FMO4	Gene33000
AC019131.2	Gene33001
CDC23	Gene33002
RAPGEF3	Gene33003
SLC8B1	Gene33004
TRGJ1	Gene33005
PSAT1	Gene33006
ZNF969P	Gene33007
SNORD58B	Gene33008
AC142293.3	Gene33009
RP11-212P7.1	Gene33010
EEF1A1P22	Gene33011
RP11-540B6.6	Gene33012
AC099668.5	Gene33013
AL035411.3	Gene33014
IBA57	Gene33015
LVCAT1	Gene33016
AC008543.1	Gene33017
AC005736.1	Gene33018
PTDSS1	Gene33019
CDH15	Gene33020
LINC01030	Gene33021
LINC01415	Gene33022
RP5-1198O20.5	Gene33023
LPA	Gene33024
LCK	Gene33025
IL24	Gene33026
RP4-794I6.4	Gene33027
IL4	Gene33028
RP11-665C16.6	Gene33029
CD81-AS1	Gene33030
WDR49	Gene33031
GUCD1	Gene33032
RFX2	Gene33033
AF111167.2	Gene33034
KIAA1614	Gene33035
CLEC3A	Gene33036
MIR9-3HG	Gene33037
PATE2	Gene33038
AC068987.5	Gene33039
CERS2	Gene33040
AC011477.1	Gene33041
SLC25A33	Gene33042
AL049828.1	Gene33043
TMEM75	Gene33044
ST14	Gene33045
RNF216P1	Gene33046
LINC01963	Gene33047
RABGGTB	Gene33048
CTB-134H23.2	Gene33049
SIAH1	Gene33050
ANKRD36	Gene33051
LINC02591	Gene33052
ALKAL1	Gene33053
RN7SL128P	Gene33054
KHDC3L	Gene33055
PODXL2	Gene33056
C18orf15	Gene33057
SNORD43	Gene33058
PIM2	Gene33059
RP11-90K6.1	Gene33060
VSIR	Gene33061
PRSS58	Gene33062
NUDT8	Gene33063
NOXA1	Gene33064
OMP	Gene33065
ARPC3P1	Gene33066
NDUFAF4	Gene33067
ERP29	Gene33068
SYNDIG1L	Gene33069
CLDN18	Gene33070
DCXR	Gene33071
AC011893.3	Gene33072
AL590708.1	Gene33073
HOMEZ	Gene33074
YBX1P6	Gene33075
AC004069.1	Gene33076
CRH	Gene33077
RP11-405M12.4	Gene33078
RPL23AP11	Gene33079
C6orf120	Gene33080
RNF185-AS1	Gene33081
EDEM3	Gene33082
RP11-1275H24.1	Gene33083
AL132639.2	Gene33084
TWF2	Gene33085
ZFAND1	Gene33086
BIRC2	Gene33087
FKBP6	Gene33088
KDM6A	Gene33089
ZNF474	Gene33090
LINC00513	Gene33091
COMT	Gene33092
PHF11	Gene33093
CTB-181H17.1	Gene33094
C6orf48	Gene33095
UBC	Gene33096
P2RX6	Gene33097
OR14C36	Gene33098
AL512283.1	Gene33099
SPIDR	Gene33100
ROBO4	Gene33101
RP11-317B7.2	Gene33102
LY75	Gene33103
VXN	Gene33104
AC103739.2	Gene33105
ZNF79	Gene33106
USP17L21	Gene33107
MGAM	Gene33108
INKA2	Gene33109
LPAR5	Gene33110
RP11-95I16.6	Gene33111
ELOB	Gene33112
ZNF787	Gene33113
PFN1	Gene33114
AC098820.4	Gene33115
AL359706.1	Gene33116
RP11-165H4.2	Gene33117
PRMT1P1	Gene33118
TMEM132B	Gene33119
SLMAP	Gene33120
RP1-256G22.2	Gene33121
NPTX1	Gene33122
HYPK	Gene33123
AC022325.2	Gene33124
AC008883.3	Gene33125
NCOA5	Gene33126
ZBTB46-AS1	Gene33127
EIF4BP2	Gene33128
KLHL17	Gene33129
OR2G3	Gene33130
TENM1	Gene33131
HBZ	Gene33132
TRMT61B	Gene33133
CCNE1	Gene33134
RP11-745A24.1	Gene33135
AC021054.1	Gene33136
ATE1-AS1	Gene33137
SUMO2P17	Gene33138
MYBPC2	Gene33139
OR2T1	Gene33140
AC074138.3	Gene33141
MED21	Gene33142
RAB5C	Gene33143
TCEAL3	Gene33144
BIRC5	Gene33145
PACC1	Gene33146
AC005224.1	Gene33147
RP11-49K24.5	Gene33148
PTK6	Gene33149
MEIS1-AS2	Gene33150
PARD3	Gene33151
FLNC-AS1	Gene33152
USHBP1	Gene33153
AL009031.1	Gene33154
AC004083.1	Gene33155
AC090772.2	Gene33156
ST7-OT4_1	Gene33157
OR5G3	Gene33158
MID1IP1	Gene33159
IGHG3	Gene33160
SPATA22	Gene33161
ANKRD20A17P	Gene33162
AP000845.1	Gene33163
ARIH2	Gene33164
HCG9	Gene33165
RP11-506M12.1	Gene33166
PGA3	Gene33167
AC002456.1	Gene33168
AC012370.2	Gene33169
MROH2B	Gene33170
RBM6	Gene33171
RNA5SP37	Gene33172
ABCB9	Gene33173
RP11-525G12.1	Gene33174
GPD1L	Gene33175
AC025259.3	Gene33176
TPH2	Gene33177
MAMDC2-AS1	Gene33178
SCARF1	Gene33179
HCG27	Gene33180
CEBPG	Gene33181
RN7SL15P	Gene33182
PARN	Gene33183
RP11-629B11.5	Gene33184
TNS2	Gene33185
CHD2	Gene33186
SLC29A2	Gene33187
AL161449.2	Gene33188
AP001065.1	Gene33189
OR52B2	Gene33190
RP11-135A24.2	Gene33191
OR2A4	Gene33192
AC092162.2	Gene33193
CLCA4-AS1	Gene33194
CD151	Gene33195
AC022893.1	Gene33196
RP3-408N23.4	Gene33197
PIWIL3	Gene33198
CTD-3076O17.1	Gene33199
RP11-149I2.4	Gene33200
SEPT3	Gene33201
SLA2	Gene33202
LGALSL	Gene33203
RP11-834C11.5	Gene33204
GRHL3	Gene33205
CXorf65	Gene33206
CHRDL1	Gene33207
IDH2	Gene33208
ROM1	Gene33209
SMG6	Gene33210
RPS27P25	Gene33211
UXT-AS1	Gene33212
PTPN23	Gene33213
AC022144.1	Gene33214
RP11-298I3.6	Gene33215
CHKB-AS1	Gene33216
RN7SL552P	Gene33217
MDN1	Gene33218
AL117209.1	Gene33219
RAC3	Gene33220
SNX3	Gene33221
DDB2	Gene33222
ANKRD2	Gene33223
LRIG2	Gene33224
CFHR4	Gene33225
CHRNB2	Gene33226
KLHL13	Gene33227
RP11-288K12.1	Gene33228
GFM1	Gene33229
AC137761.1	Gene33230
AP005901.5	Gene33231
ZDHHC20P4	Gene33232
AC007686.3	Gene33233
GHSR	Gene33234
TMEM189	Gene33235
COX15	Gene33236
SHB	Gene33237
AC100858.3	Gene33238
HNRNPUL2-BSCL2	Gene33239
CCAT1	Gene33240
LACTB	Gene33241
NUDT16	Gene33242
METRNL	Gene33243
AC005962.2	Gene33244
MME-AS1	Gene33245
ZNF223	Gene33246
DEPDC4	Gene33247
LOC101929372	Gene33248
SBF2-AS1	Gene33249
IQCD	Gene33250
TSEN15P2	Gene33251
AC012322.1	Gene33252
ADIRF-AS1	Gene33253
SEMA3B-AS1	Gene33254
SIRT7	Gene33255
G2E3-AS1	Gene33256
B3GALT1	Gene33257
MRGPRD	Gene33258
CTD-2521M24.5	Gene33259
AC008747.1	Gene33260
AC011379.1	Gene33261
RP11-876N24.3	Gene33262
LINC00648	Gene33263
STK26	Gene33264
AC025262.4	Gene33265
ATG12P2	Gene33266
RP11-66N24.7	Gene33267
HBS1L	Gene33268
RP11-274B21.4	Gene33269
RP11-551G24.2	Gene33270
WSCD1	Gene33271
RP11-227G15.11	Gene33272
MOBP	Gene33273
MIR548D1	Gene33274
GSTM1	Gene33275
SLC28A3	Gene33276
DYNC1LI2	Gene33277
RP11-1000B6.5	Gene33278
RP5-864K19.4	Gene33279
ACADSB	Gene33280
CHCHD2	Gene33281
AC005343.1	Gene33282
MT-TE	Gene33283
NDUFV3	Gene33284
SH2D5	Gene33285
C1QTNF1-AS1	Gene33286
ADPRHL2	Gene33287
C5AR1	Gene33288
DCAF13P3	Gene33289
AP006621.4	Gene33290
TCEB1P31	Gene33291
RP11-315O6.1	Gene33292
CPD	Gene33293
AL365295.2	Gene33294
RP11-667F14.1	Gene33295
NAT16	Gene33296
CLEC1A	Gene33297
RP5-1039K5.19	Gene33298
UBALD2	Gene33299
NCSTN	Gene33300
CDKN3	Gene33301
RP11-219D15.3	Gene33302
LRRC37A11P	Gene33303
THRA1/BTR	Gene33304
GS1-309P15.4	Gene33305
TBCE.1	Gene33306
DUOXA1	Gene33307
RP11-88H9.2	Gene33308
SNORD3B-1	Gene33309
GJB1	Gene33310
AL356512.1	Gene33311
PIANP	Gene33312
RP11-114M1.1	Gene33313
NXF1	Gene33314
RP11-390E23.6	Gene33315
B4GALT3	Gene33316
CTD-2260A17.1	Gene33317
LOC286238	Gene33318
WEE1	Gene33319
FES	Gene33320
OR7D4	Gene33321
RP11-488L18.1	Gene33322
MAMDC4	Gene33323
FNDC1	Gene33324
AL118556.1	Gene33325
PRAP1	Gene33326
ARFGAP1	Gene33327
OTUD6B-AS1	Gene33328
SYAP1	Gene33329
OR6X1	Gene33330
TAF8	Gene33331
SIGLEC7	Gene33332
MMS22L	Gene33333
RP11-316M1.3	Gene33334
AC113949.1	Gene33335
APEX2	Gene33336
RP11-283G6.3	Gene33337
AL022341.3	Gene33338
AC007681.1	Gene33339
LGR6	Gene33340
LINC01629	Gene33341
CHRAC1	Gene33342
RP11-428J1.5	Gene33343
SMIM11B	Gene33344
AC007663.3	Gene33345
PIP5K1A	Gene33346
CACNA1B	Gene33347
AC015849.14	Gene33348
AP001029.1	Gene33349
IL11	Gene33350
RP11-9G1.3	Gene33351
CTC-325H20.4	Gene33352
MIR133A1HG	Gene33353
AC022382.1	Gene33354
GPR146	Gene33355
AC009121.4	Gene33356
DDX6	Gene33357
RP11-96C23.9	Gene33358
AC026691.1	Gene33359
TGFB2-AS1	Gene33360
PSMG4	Gene33361
FOSB	Gene33362
AC242426.2	Gene33363
RN7SKP95	Gene33364
AC084219.2	Gene33365
PTPN22	Gene33366
AC015849.1	Gene33367
RP11-135F9.3	Gene33368
DDX51	Gene33369
EME1	Gene33370
OR1L4	Gene33371
GDPD3	Gene33372
SUMO2P1	Gene33373
RP11-631N16.2	Gene33374
ZNF467	Gene33375
PCBP3	Gene33376
KCNA3	Gene33377
ATP5G3	Gene33378
EMP3	Gene33379
OR2F1	Gene33380
LINC02777	Gene33381
SLC66A1	Gene33382
RP3-511B24.5	Gene33383
GTF2IRD1	Gene33384
SNORA68	Gene33385
NR2F1	Gene33386
RP1-308E4.1	Gene33387
AC125603.2	Gene33388
CBX2	Gene33389
NOXRED1	Gene33390
AC008569.1	Gene33391
PRICKLE4	Gene33392
KDSR	Gene33393
RP11-5O23.2	Gene33394
PRR23C	Gene33395
AC007161.5	Gene33396
LMAN1L	Gene33397
AC010632.2	Gene33398
UBL7	Gene33399
AC126283.1	Gene33400
MPZL2	Gene33401
IMPG1	Gene33402
CTLA4	Gene33403
C10orf111	Gene33404
RP11-455G16.1	Gene33405
PCAT14	Gene33406
RP11-710F7.3	Gene33407
RP11-96C23.15	Gene33408
TRADD	Gene33409
OR5T3	Gene33410
AL356413.1	Gene33411
RP1-102G20.5	Gene33412
ZNHIT3	Gene33413
AC138627.1	Gene33414
RP3-406A7.7	Gene33415
C9orf116	Gene33416
ULK1	Gene33417
LETMD1	Gene33418
TIFA	Gene33419
RP11-1109F11.5	Gene33420
ADAM2	Gene33421
RAP1AP	Gene33422
RP11-872D17.4	Gene33423
LOC101928841	Gene33424
RNU6-8	Gene33425
HOXC-AS3	Gene33426
ZNF812	Gene33427
MIR4804	Gene33428
RP1-65P5.3	Gene33429
RPS6KA2	Gene33430
PSMD10P2	Gene33431
GAL3ST1	Gene33432
