gene	global_rank_original	global_rank_anonymized	ranks_match
GLMP	12419	12419	True
GLO1	9613	9613	True
GLOD4	4470	4470	True
GLOD5	13820	13820	True
GLRA1	13528	13528	True
GLRA3	2312	2312	True
GLRB	571	571	True
GLRX	2269	2269	True
GLRX2	10209	10209	True
GLRX3	9208	9208	True
GLRX5	7205	7205	True
GLS	6887	6887	True
GLS2	7086	7086	True
GLT8D1	9493	9493	True
GLT8D2	11936	11936	True
GLTP	9232	9232	True
GLTPD2	13295	13295	True
GLTSCR1	14024	14024	True
GLTSCR1L	13815	13815	True
GLTSCR2	14612	14612	True
GLUD1	3446	3446	True
GLUD2	1308	1308	True
GLUL	7106	7106	True
GLYATL1	295	295	True
GLYATL2	13618	13618	True
GLYCTK	5459	5459	True
GLYR1	6982	6982	True
GM2A	3766	3766	True
GMCL1	6877	6877	True
GMDS	6098	6098	True
GMEB1	10972	10972	True
GMEB2	6131	6131	True
GMFB	4507	4507	True
GMFG	14101	14101	True
GMIP	8448	8448	True
GMNN	9492	9492	True
GMPPA	5512	5512	True
GMPPB	5228	5228	True
GMPR	1275	1275	True
GMPR2	9054	9054	True
GMPS	7844	7844	True
GNA11	7316	7316	True
GNA12	10526	10526	True
GNA13	3048	3048	True
GNA14	318	318	True
GNA15	14776	14776	True
GNAI1	11566	11566	True
GNAI2	1227	1227	True
GNAI3	9528	9528	True
GNAL	3078	3078	True
GNAO1	12027	12027	True
GNAQ	8310	8310	True
GNAS	6703	6703	True
GNAS-AS1	13025	13025	True
GNAT2	14893	14893	True
GNAZ	9940	9940	True
GNB1	10968	10968	True
GNB1L	8091	8091	True
GNB2	5514	5514	True
GNB2L1	13816	13816	True
GNB3	14113	14113	True
GNB4	11462	11462	True
GNB5	2214	2214	True
GNE	2941	2941	True
GNG10	6238	6238	True
GNG11	13645	13645	True
GNG12	1475	1475	True
GNG12-AS1	14928	14928	True
GNG13	13050	13050	True
GNG3	14438	14438	True
GNG4	778	778	True
GNG5	4123	4123	True
GNG7	3797	3797	True
GNGT1	11824	11824	True
GNL1	8726	8726	True
GNL2	8538	8538	True
GNL3	2206	2206	True
GNL3L	3494	3494	True
GNMT	1501	1501	True
GNPAT	3997	3997	True
GNPDA1	2208	2208	True
GNPDA2	2621	2621	True
GNPNAT1	8583	8583	True
GNPTAB	6023	6023	True
GNPTG	6778	6778	True
GNRH1	8928	8928	True
GNS	2833	2833	True
GOLGA1	4314	4314	True
GOLGA2	7633	7633	True
GOLGA3	7915	7915	True
GOLGA4	6293	6293	True
GOLGA5	8050	8050	True
GOLGA6L10	7579	7579	True
GOLGA6L4	12805	12805	True
GOLGA6L9	5173	5173	True
GOLGA7	3496	3496	True
GOLGA7B	9380	9380	True
GOLGA8A	10897	10897	True
GOLGA8B	10793	10793	True
GOLGA8N	12918	12918	True
GOLGB1	6325	6325	True
GOLIM4	2266	2266	True
GOLM1	265	265	True
GOLPH3	10143	10143	True
GOLPH3L	7916	7916	True
GOLT1A	1047	1047	True
GOLT1B	4907	4907	True
GON4L	10814	10814	True
GOPC	4566	4566	True
GORAB	3881	3881	True
GORASP1	8459	8459	True
GORASP2	4310	4310	True
GOSR1	2856	2856	True
GOSR2	5047	5047	True
GOT1	5032	5032	True
GOT2	10352	10352	True
GP1BA	12977	12977	True
GP1BB	13210	13210	True
GP6	12649	12649	True
GPAA1	4996	4996	True
GPALPP1	9357	9357	True
GPAM	7800	7800	True
GPANK1	10873	10873	True
GPAT2	14648	14648	True
GPATCH1	7234	7234	True
GPATCH11	4448	4448	True
GPATCH2	10313	10313	True
GPATCH2L	4858	4858	True
GPATCH3	10482	10482	True
GPATCH4	5634	5634	True
GPATCH8	5658	5658	True
GPBP1	9961	9961	True
GPBP1L1	7112	7112	True
GPC1	5565	5565	True
GPC2	8870	8870	True
GPC3	12057	12057	True
GPC4	1712	1712	True
GPC5	13678	13678	True
GPC6	223	223	True
GPCPD1	11035	11035	True
GPD1	12664	12664	True
GPD1L	3483	3483	True
GPD2	2916	2916	True
GPER1	414	414	True
GPHN	3389	3389	True
GPI	8484	8484	True
GPKOW	6409	6409	True
GPLD1	12743	12743	True
GPM6A	11913	11913	True
GPM6B	12475	12475	True
GPN1	9490	9490	True
GPN2	9354	9354	True
GPN3	2357	2357	True
GPNMB	2390	2390	True
GPR107	7842	7842	True
GPR108	1654	1654	True
GPR132	11403	11403	True
GPR135	3809	3809	True
GPR137	2668	2668	True
GPR137B	1648	1648	True
GPR137C	9812	9812	True
GPR143	5790	5790	True
GPR146	12287	12287	True
GPR153	2340	2340	True
GPR155	12533	12533	True
GPR156	11912	11912	True
GPR157	6285	6285	True
GPR158	11656	11656	True
GPR160	5139	5139	True
GPR161	257	257	True
GPR162	13627	13627	True
GPR171	15004	15004	True
GPR173	13232	13232	True
GPR176	3883	3883	True
GPR18	13455	13455	True
GPR180	7988	7988	True
GPR183	14979	14979	True
GPR19	11538	11538	True
GPR27	5941	5941	True
GPR3	14907	14907	True
GPR34	14807	14807	True
GPR35	15070	15070	True
GPR37	358	358	True
GPR37L1	2604	2604	True
GPR39	776	776	True
GPR63	11694	11694	True
GPR68	861	861	True
GPR75	14768	14768	True
GPR75-ASB3	14981	14981	True
GPR82	11861	11861	True
GPR87	10467	10467	True
GPR89A	8076	8076	True
GPR89B	5525	5525	True
GPRASP1	12635	12635	True
GPRASP2	10606	10606	True
GPRC5A	8424	8424	True
GPRC5B	1914	1914	True
GPRC5C	1256	1256	True
GPRC5D	14359	14359	True
GPRIN1	7607	7607	True
GPRIN3	1801	1801	True
GPS1	8303	8303	True
GPS2	4230	4230	True
GPSM1	5429	5429	True
GPSM2	2182	2182	True
GPSM3	669	669	True
GPT	5030	5030	True
GPT2	11760	11760	True
GPX2	2638	2638	True
GPX3	698	698	True
GPX4	1628	1628	True
GPX8	2885	2885	True
GRAMD1A	2494	2494	True
GRAMD1B	13110	13110	True
GRAMD1C	1774	1774	True
GRAMD2	13443	13443	True
GRAMD3	14284	14284	True
GRAMD4	5847	5847	True
GRASP	12434	12434	True
GRB10	518	518	True
GRB14	1787	1787	True
GRB2	7271	7271	True
GRB7	3319	3319	True
GREB1	1	1	True
GREB1L	1724	1724	True
GREM1	13798	13798	True
GRHL1	993	993	True
GRHL2	6720	6720	True
GRHL3	1659	1659	True
GRHPR	5937	5937	True
GRIA2	14095	14095	True
GRIA4	15059	15059	True
GRID1	13067	13067	True
GRID2IP	12856	12856	True
GRIK1	14519	14519	True
GRIK2	13301	13301	True
GRIK3	397	397	True
GRIK4	13308	13308	True
GRIK5	14182	14182	True
GRIN1	12135	12135	True
GRIN2B	13934	13934	True
GRIN2C	3923	3923	True
GRINA	6699	6699	True
GRIP1	2037	2037	True
GRIP2	12311	12311	True
GRIPAP1	9858	9858	True
GRK4	9487	9487	True
GRK5	11870	11870	True
GRK6	9954	9954	True
GRK7	14654	14654	True
GRM3	13144	13144	True
GRM4	143	143	True
GRM8	13215	13215	True
GRN	5200	5200	True
GRPEL1	7241	7241	True
GRPEL2	6592	6592	True
GRPR	13047	13047	True
GRSF1	8728	8728	True
GRTP1	1061	1061	True
GRTP1-AS1	15180	15180	True
GRWD1	10418	10418	True
GSAP	3540	3540	True
GSC	2782	2782	True
GSDMB	2611	2611	True
GSDMC	13548	13548	True
GSDMD	11268	11268	True
GSE1	767	767	True
GSG1	13486	13486	True
GSG1L	13040	13040	True
GSG2	14259	14259	True
GSK3A	5788	5788	True
GSK3B	5926	5926	True
GSKIP	10514	10514	True
GSN	1450	1450	True
GSPT1	9533	9533	True
GSPT2	15231	15231	True
GSR	4165	4165	True
GSS	10307	10307	True
GSTA2	13744	13744	True
GSTA4	2780	2780	True
GSTCD	7004	7004	True
GSTK1	8921	8921	True
GSTM1	13797	13797	True
GSTM2	12824	12824	True
GSTM3	363	363	True
GSTM4	2419	2419	True
GSTO1	7329	7329	True
GSTO2	560	560	True
GSTT2B	1026	1026	True
GSTZ1	10683	10683	True
GTDC1	6812	6812	True
GTF2A1	8907	8907	True
GTF2A2	8180	8180	True
GTF2B	1573	1573	True
GTF2E1	9453	9453	True
GTF2E2	3460	3460	True
GTF2F1	8649	8649	True
GTF2F2	9506	9506	True
GTF2H1	7153	7153	True
GTF2H2	2711	2711	True
GTF2H2C	7622	7622	True
GTF2H3	8471	8471	True
GTF2H4	6082	6082	True
GTF2H5	4602	4602	True
GTF2I	6134	6134	True
GTF2IRD1	3679	3679	True
GTF2IRD2	7274	7274	True
GTF2IRD2B	9827	9827	True
GTF3A	10237	10237	True
GTF3C1	10480	10480	True
GTF3C2	7510	7510	True
GTF3C3	6593	6593	True
GTF3C4	7593	7593	True
GTF3C5	9350	9350	True
GTF3C6	6090	6090	True
GTPBP1	10085	10085	True
GTPBP10	2812	2812	True
GTPBP2	6320	6320	True
GTPBP3	7887	7887	True
GTPBP4	2311	2311	True
GTPBP6	9127	9127	True
GTPBP8	10564	10564	True
GTSE1	3293	3293	True
GUCA1B	13485	13485	True
GUCD1	4778	4778	True
GUCY1A2	218	218	True
GUCY1A3	13190	13190	True
GUCY1B3	13236	13236	True
GUCY2C	14390	14390	True
GUCY2D	13290	13290	True
GUF1	4049	4049	True
GUK1	9040	9040	True
GULP1	2273	2273	True
GUSB	3445	3445	True
GXYLT1	8194	8194	True
GXYLT2	1261	1261	True
GYG1	4183	4183	True
GYG2	386	386	True
GYLTL1B	14300	14300	True
GYS1	2332	2332	True
GZF1	9879	9879	True
GZMM	13630	13630	True
H19	13053	13053	True
H1F0	1633	1633	True
H1FX	2005	2005	True
H1FX-AS1	11863	11863	True
H2AFJ	3316	3316	True
H2AFV	1991	1991	True
H2AFX	1503	1503	True
H2AFY	9535	9535	True
H2AFY2	7834	7834	True
H2AFZ	6896	6896	True
H3F3A	3514	3514	True
H3F3B	4876	4876	True
H3F3C	14352	14352	True
H6PD	5973	5973	True
HABP4	8154	8154	True
HACD1	12416	12416	True
HACD2	12177	12177	True
HACD3	14719	14719	True
HACD4	14786	14786	True
HACE1	6132	6132	True
HACL1	3703	3703	True
HADH	5308	5308	True
HADHA	9701	9701	True
HADHB	9516	9516	True
HAGH	2112	2112	True
HAGHL	2950	2950	True
HAGLR	13117	13117	True
HAGLROS	14198	14198	True
HAL	14662	14662	True
HAP1	11843	11843	True
HAPLN3	11155	11155	True
HAR1B	13165	13165	True
HARBI1	7299	7299	True
HARS	3825	3825	True
HARS2	8588	8588	True
HAS3	9248	9248	True
HAT1	4318	4318	True
HAUS1	2676	2676	True
HAUS2	8491	8491	True
HAUS3	7011	7011	True
HAUS4	3821	3821	True
HAUS5	4408	4408	True
HAUS6	10199	10199	True
HAUS7	6808	6808	True
HAUS8	4530	4530	True
HAVCR2	12688	12688	True
HAX1	5067	5067	True
HBA1	11132	11132	True
HBEGF	5368	5368	True
HBG2	15254	15254	True
HBP1	7516	7516	True
HBS1L	10119	10119	True
HCAR1	550	550	True
HCAR2	14921	14921	True
HCAR3	14735	14735	True
HCCS	9013	9013	True
HCFC1	10517	10517	True
HCFC1R1	1729	1729	True
HCFC2	7897	7897	True
HCG11	11154	11154	True
HCG17	14589	14589	True
HCG18	12989	12989	True
HCG25	13369	13369	True
HCG27	14984	14984	True
HCK	14337	14337	True
HCLS1	12843	12843	True
HCN2	9247	9247	True
HCN3	9877	9877	True
HCN4	13751	13751	True
HCST	13366	13366	True
HDAC1	7533	7533	True
HDAC10	5269	5269	True
HDAC11	8787	8787	True
HDAC2	7656	7656	True
HDAC3	10527	10527	True
HDAC4	4627	4627	True
HDAC5	2111	2111	True
HDAC6	1121	1121	True
HDAC7	2517	2517	True
HDAC8	8804	8804	True
HDAC9	11758	11758	True
HDDC2	5393	5393	True
HDDC3	9712	9712	True
HDGF	10515	10515	True
HDGFRP2	15083	15083	True
HDGFRP3	13178	13178	True
HDHD1	14186	14186	True
HDHD2	4140	4140	True
HDHD3	7591	7591	True
HDLBP	2559	2559	True
HDX	215	215	True
HEATR1	5281	5281	True
HEATR3	2021	2021	True
HEATR4	11723	11723	True
HEATR5A	1505	1505	True
HEATR5B	6338	6338	True
HEATR6	9441	9441	True
HEBP1	3757	3757	True
HEBP2	3798	3798	True
HECA	4360	4360	True
HECTD1	310	310	True
HECTD2	9971	9971	True
HECTD3	9631	9631	True
HECTD4	8002	8002	True
HECW2	393	393	True
HEG1	213	213	True
HEIH	13048	13048	True
HELB	7115	7115	True
HELLS	2137	2137	True
HELQ	10458	10458	True
HELZ	4724	4724	True
HELZ2	5809	5809	True
HEMK1	8869	8869	True
HENMT1	750	750	True
HEPACAM2	15251	15251	True
HEPH	13899	13899	True
HEPHL1	14817	14817	True
HERC1	1794	1794	True
HERC2	6993	6993	True
HERC3	10837	10837	True
HERC4	6852	6852	True
HERC5	2635	2635	True
HERC6	112	112	True
HERPUD1	2107	2107	True
HERPUD2	7515	7515	True
HES1	3311	3311	True
HES2	2737	2737	True
HES4	6303	6303	True
HES6	8321	8321	True
HES7	11625	11625	True
HESX1	12002	12002	True
HEXA	8350	8350	True
HEXA-AS1	14021	14021	True
HEXB	5145	5145	True
HEXDC	12983	12983	True
HEXIM1	10125	10125	True
HEXIM2	1351	1351	True
HEY1	545	545	True
HEY2	189	189	True
HEYL	13424	13424	True
HFE	3207	3207	True
HGD	12758	12758	True
HGF	14031	14031	True
HGFAC	14332	14332	True
HGH1	3748	3748	True
HGS	7930	7930	True
HGSNAT	2881	2881	True
HHAT	6835	6835	True
HHEX	850	850	True
HHIP	13200	13200	True
HHIPL1	14476	14476	True
HHIPL2	11631	11631	True
HHLA3	3008	3008	True
HIAT1	14107	14107	True
HIATL1	14818	14818	True
HIBADH	2187	2187	True
HIBCH	6067	6067	True
HIC1	15032	15032	True
HIC2	184	184	True
HID1	5110	5110	True
HIF1A	1405	1405	True
HIF1AN	7244	7244	True
HIGD1A	345	345	True
HIGD1B	15029	15029	True
HIGD1C	14905	14905	True
HIGD2A	5101	5101	True
HILPDA	9102	9102	True
HINFP	9095	9095	True
HINT1	10152	10152	True
HINT2	6804	6804	True
HINT3	11000	11000	True
HIP1	4984	4984	True
HIP1R	3597	3597	True
HIPK1	6231	6231	True
HIPK1-AS1	12939	12939	True
HIPK2	4309	4309	True
HIPK3	10584	10584	True
HIRA	2247	2247	True
HIRIP3	1163	1163	True
HIST1H1B	11700	11700	True
HIST1H1C	5255	5255	True
HIST1H1D	12036	12036	True
HIST1H1E	12590	12590	True
HIST1H2AB	12161	12161	True
HIST1H2AC	7166	7166	True
HIST1H2AD	12372	12372	True
HIST1H2AE	6897	6897	True
HIST1H2AG	1394	1394	True
HIST1H2AH	12710	12710	True
HIST1H2AI	1948	1948	True
HIST1H2AJ	12746	12746	True
HIST1H2AK	1996	1996	True
HIST1H2AL	7791	7791	True
HIST1H2AM	4920	4920	True
HIST1H2BC	3214	3214	True
HIST1H2BD	7861	7861	True
HIST1H2BE	1904	1904	True
HIST1H2BF	6337	6337	True
HIST1H2BG	6524	6524	True
HIST1H2BH	5409	5409	True
HIST1H2BI	13595	13595	True
HIST1H2BJ	3838	3838	True
HIST1H2BK	6503	6503	True
HIST1H2BL	4964	4964	True
HIST1H2BM	13665	13665	True
HIST1H2BN	4929	4929	True
HIST1H2BO	12401	12401	True
HIST1H3A	3752	3752	True
HIST1H3B	2873	2873	True
HIST1H3C	13420	13420	True
HIST1H3D	12501	12501	True
HIST1H3E	10934	10934	True
HIST1H3F	2778	2778	True
HIST1H3G	2018	2018	True
HIST1H3H	709	709	True
HIST1H3I	13539	13539	True
HIST1H3J	4022	4022	True
HIST1H4A	12730	12730	True
HIST1H4B	12127	12127	True
HIST1H4C	7392	7392	True
HIST1H4D	5354	5354	True
HIST1H4E	4892	4892	True
HIST1H4H	3498	3498	True
HIST1H4I	12529	12529	True
HIST1H4J	6259	6259	True
HIST2H2AA3	14319	14319	True
HIST2H2AA4	12662	12662	True
HIST2H2AB	12252	12252	True
HIST2H2AC	8383	8383	True
HIST2H2BE	7297	7297	True
HIST2H2BF	5177	5177	True
HIST2H3A	14238	14238	True
HIST2H3D	12350	12350	True
HIST2H4A	6489	6489	True
HIST2H4B	4494	4494	True
HIST3H2A	2119	2119	True
HIST3H2BB	11368	11368	True
HIST4H4	7889	7889	True
HIVEP1	7248	7248	True
HIVEP2	3202	3202	True
HIVEP3	1169	1169	True
HJURP	9616	9616	True
HK1	9978	9978	True
HK2	8341	8341	True
HKR1	12568	12568	True
HLA-A	7592	7592	True
HLA-B	11235	11235	True
HLA-C	1680	1680	True
HLA-DMA	6792	6792	True
HLA-DPA1	13791	13791	True
HLA-DPB1	13930	13930	True
HLA-DQA1	13739	13739	True
HLA-DQA2	13863	13863	True
HLA-DQB1	20	20	True
HLA-DRA	14071	14071	True
HLA-DRB1	996	996	True
HLA-DRB5	1386	1386	True
HLA-E	5706	5706	True
HLA-F	1951	1951	True
HLA-G	14190	14190	True
HLCS	6905	6905	True
HLF	12486	12486	True
HLTF	2283	2283	True
HLX	15118	15118	True
HM13	7583	7583	True
HM13-AS1	13385	13385	True
HMBOX1	3347	3347	True
HMBS	1224	1224	True
HMCES	10011	10011	True
HMCN1	600	600	True
HMG20A	8813	8813	True
HMG20B	3045	3045	True
HMGA1	7502	7502	True
HMGA1P4	13657	13657	True
HMGA2	561	561	True
HMGB1	2690	2690	True
HMGB2	1313	1313	True
HMGB3	3673	3673	True
HMGCL	9220	9220	True
HMGCLL1	2727	2727	True
HMGCR	2801	2801	True
HMGCS1	825	825	True
HMGCS2	12672	12672	True
HMGN1	9555	9555	True
HMGN2	5624	5624	True
HMGN3	839	839	True
HMGN3-AS1	14115	14115	True
HMGN4	9828	9828	True
HMGN5	884	884	True
HMGXB3	10433	10433	True
HMGXB4	7386	7386	True
HMHA1	14622	14622	True
HMMR	4597	4597	True
HMOX1	24	24	True
HMOX2	4760	4760	True
HMX1	13553	13553	True
HN1	14419	14419	True
HN1L	13426	13426	True
HNF4G	387	387	True
HNMT	553	553	True
HNRNPA0	11053	11053	True
HNRNPA1	5049	5049	True
HNRNPA1L2	7147	7147	True
HNRNPA1P48	12492	12492	True
HNRNPA2B1	2960	2960	True
HNRNPA3	2982	2982	True
HNRNPAB	5695	5695	True
HNRNPC	10911	10911	True
HNRNPD	7847	7847	True
HNRNPDL	7301	7301	True
HNRNPF	3735	3735	True
HNRNPH1	6659	6659	True
HNRNPH2	5493	5493	True
HNRNPH3	6888	6888	True
HNRNPK	6014	6014	True
HNRNPL	10878	10878	True
HNRNPLL	10743	10743	True
HNRNPM	7280	7280	True
HNRNPR	8621	8621	True
HNRNPU	5873	5873	True
HNRNPUL1	10406	10406	True
HNRNPUL2	10040	10040	True
HOGA1	13447	13447	True
HOMER1	1070	1070	True
HOMER2	4388	4388	True
HOMER3	3553	3553	True
HOMEZ	4551	4551	True
HOOK1	9006	9006	True
HOOK2	1649	1649	True
HOOK3	2476	2476	True
HOPX	2718	2718	True
HOTAIR	12407	12407	True
HOTAIRM1	11167	11167	True
HOXA-AS2	11200	11200	True
HOXA1	12015	12015	True
HOXA10	14063	14063	True
HOXA11	12371	12371	True
HOXA11-AS	14189	14189	True
HOXA3	11947	11947	True
HOXA4	3966	3966	True
HOXA5	8850	8850	True
HOXA6	1426	1426	True
HOXA7	4080	4080	True
HOXA9	13812	13812	True
HOXB13	13879	13879	True
HOXB2	14421	14421	True
HOXB3	14348	14348	True
HOXB4	15126	15126	True
HOXB6	11600	11600	True
HOXB7	4532	4532	True
HOXB9	1194	1194	True
HOXC-AS1	11552	11552	True
HOXC-AS3	14254	14254	True
HOXC10	2519	2519	True
HOXC11	7742	7742	True
HOXC12	14073	14073	True
HOXC13	2480	2480	True
HOXC13-AS	11342	11342	True
HOXC4	4497	4497	True
HOXC5	12838	12838	True
HOXC6	9780	9780	True
HOXC8	813	813	True
HOXC9	2807	2807	True
HOXD8	11724	11724	True
HP	14413	14413	True
HP1BP3	9982	9982	True
HPCA	4015	4015	True
HPCAL1	2994	2994	True
HPD	13094	13094	True
HPDL	590	590	True
HPGD	448	448	True
HPGDS	14538	14538	True
HPN	5274	5274	True
HPRT1	913	913	True
HPS1	5219	5219	True
HPS3	6455	6455	True
HPS4	4315	4315	True
HPS5	10786	10786	True
HPS6	7903	7903	True
HPSE	6335	6335	True
HPSE2	13136	13136	True
HPX	859	859	True
HR	2338	2338	True
HRAS	9336	9336	True
HRASLS	14224	14224	True
HRASLS2	11218	11218	True
HRASLS5	14792	14792	True
HRC	13115	13115	True
HRH1	14261	14261	True
HRH2	13264	13264	True
HRK	9	9	True
HRSP12	13377	13377	True
HS1BP3	8244	8244	True
HS2ST1	10024	10024	True
HS3ST1	15113	15113	True
HS3ST3B1	14736	14736	True
HS3ST5	11098	11098	True
HS6ST1	2462	2462	True
HS6ST2	1753	1753	True
HS6ST3	11346	11346	True
HSBP1	10065	10065	True
HSBP1L1	1413	1413	True
HSCB	8688	8688	True
HSD11B1L	7900	7900	True
HSD11B2	764	764	True
HSD17B1	9084	9084	True
HSD17B10	3317	3317	True
HSD17B11	531	531	True
HSD17B12	6462	6462	True
HSD17B14	11668	11668	True
HSD17B2	15209	15209	True
HSD17B4	4980	4980	True
HSD17B6	4197	4197	True
HSD17B7	2159	2159	True
HSD17B8	3124	3124	True
HSD3B7	769	769	True
HSDL1	9736	9736	True
HSDL2	6789	6789	True
HSF1	10557	10557	True
HSF2	8853	8853	True
HSF2BP	2095	2095	True
HSF4	9314	9314	True
HSF5	15077	15077	True
HSH2D	582	582	True
HSP90AA1	10140	10140	True
HSP90AB1	9353	9353	True
HSP90B1	1905	1905	True
HSPA12A	2789	2789	True
HSPA13	7932	7932	True
HSPA14	10697	10697	True
HSPA1A	938	938	True
HSPA1B	4050	4050	True
HSPA1L	12413	12413	True
HSPA2	2346	2346	True
HSPA4	3110	3110	True
HSPA4L	10747	10747	True
HSPA5	7941	7941	True
HSPA6	12693	12693	True
HSPA8	6563	6563	True
HSPA9	8564	8564	True
HSPB1	2052	2052	True
HSPB11	3875	3875	True
HSPB6	15154	15154	True
HSPB8	629	629	True
HSPBAP1	6097	6097	True
HSPBP1	4096	4096	True
HSPD1	2560	2560	True
HSPE1	3026	3026	True
HSPE1-MOB4	14973	14973	True
HSPG2	6499	6499	True
HSPH1	2355	2355	True
HTATIP2	9526	9526	True
HTATSF1	3269	3269	True
HTR1D	14209	14209	True
HTR2B	14466	14466	True
HTR2C	11501	11501	True
HTR7	2761	2761	True
HTRA1	842	842	True
HTRA2	1858	1858	True
HTT	8734	8734	True
HUNK	1219	1219	True
HUS1	8683	8683	True
HUS1B	12650	12650	True
HUWE1	4297	4297	True
HVCN1	11483	11483	True
HYAL1	14908	14908	True
HYAL2	5118	5118	True
HYAL3	9774	9774	True
HYDIN	12953	12953	True
HYI	509	509	True
HYKK	2456	2456	True
HYLS1	4117	4117	True
HYOU1	6474	6474	True
HYPK	10266	10266	True
IAH1	3423	3423	True
IARS	5266	5266	True
IARS2	3281	3281	True
IBA57	7547	7547	True
IBSP	11173	11173	True
IBTK	9816	9816	True
ICA1	9392	9392	True
ICA1L	6973	6973	True
ICAM1	2925	2925	True
ICAM3	4394	4394	True
ICAM5	2921	2921	True
ICE1	8065	8065	True
ICE2	7190	7190	True
ICK	2584	2584	True
ICMT	4955	4955	True
ICOSLG	14351	14351	True
ICT1	14148	14148	True
ID1	5344	5344	True
ID2	748	748	True
ID2-AS1	11458	11458	True
ID3	1637	1637	True
ID4	62	62	True
IDE	9345	9345	True
IDH1	980	980	True
IDH1-AS1	12066	12066	True
IDH2	8816	8816	True
IDH3A	5986	5986	True
IDH3B	9436	9436	True
IDH3G	6786	6786	True
IDI1	2785	2785	True
IDI2	12221	12221	True
IDI2-AS1	14591	14591	True
IDNK	5666	5666	True
IDO1	15239	15239	True
IDS	14128	14128	True
IDUA	6216	6216	True
IER2	6743	6743	True
IER3	3107	3107	True
IER3IP1	12097	12097	True
IER5	2403	2403	True
IER5L	1791	1791	True
IFFO1	14683	14683	True
IFFO2	8151	8151	True
IFI27	2610	2610	True
IFI27L1	1288	1288	True
IFI27L2	2809	2809	True
IFI30	672	672	True
IFI35	383	383	True
IFI44	1758	1758	True
IFI44L	11585	11585	True
IFI6	2331	2331	True
IFIH1	1074	1074	True
IFIT1	2719	2719	True
IFIT2	4924	4924	True
IFIT3	2098	2098	True
IFIT5	2216	2216	True
IFITM1	2522	2522	True
IFITM10	332	332	True
IFITM2	1174	1174	True
IFITM3	880	880	True
IFNAR1	8081	8081	True
IFNAR2	8723	8723	True
IFNGR1	714	714	True
IFNGR2	827	827	True
IFNLR1	3813	3813	True
IFRD1	1164	1164	True
IFRD2	10952	10952	True
IFT122	5136	5136	True
IFT140	8406	8406	True
IFT172	8507	8507	True
IFT20	394	394	True
IFT22	6713	6713	True
IFT27	9207	9207	True
IFT43	1962	1962	True
IFT46	1211	1211	True
IFT52	10802	10802	True
IFT57	7831	7831	True
IFT74	6738	6738	True
IFT80	4213	4213	True
IFT81	2472	2472	True
IFT88	5736	5736	True
IGBP1	7492	7492	True
IGDCC3	841	841	True
IGF1	12928	12928	True
IGF1R	2811	2811	True
IGF2	13689	13689	True
IGF2BP1	11349	11349	True
IGF2BP2	249	249	True
IGF2BP3	12532	12532	True
IGF2R	5361	5361	True
IGFBP2	3734	3734	True
IGFBP3	1772	1772	True
IGFBP4	273	273	True
IGFBP5	1586	1586	True
IGFBP6	2215	2215	True
IGFBP7	14592	14592	True
IGFBPL1	13572	13572	True
IGFL1	12708	12708	True
IGFLR1	2695	2695	True
IGHMBP2	11016	11016	True
IGIP	4475	4475	True
IGSF1	41	41	True
IGSF10	6368	6368	True
IGSF11	13760	13760	True
IGSF21	13592	13592	True
IGSF22	14376	14376	True
IGSF23	13766	13766	True
IGSF3	2781	2781	True
IGSF5	11821	11821	True
IGSF6	12638	12638	True
IGSF8	1528	1528	True
IGSF9	5411	5411	True
IGSF9B	5058	5058	True
IK	9296	9296	True
IKBIP	2525	2525	True
IKBKAP	14022	14022	True
IKBKB	1532	1532	True
IKBKE	532	532	True
IKBKG	8228	8228	True
IKZF1	14061	14061	True
IKZF2	5037	5037	True
IKZF3	12574	12574	True
IKZF4	7200	7200	True
IKZF5	6822	6822	True
IL10RA	14124	14124	True
IL10RB	5731	5731	True
IL11	1934	1934	True
IL11RA	4248	4248	True
IL12A	14980	14980	True
IL12RB2	15250	15250	True
IL13RA1	2912	2912	True
IL15	11783	11783	True
IL15RA	1961	1961	True
IL16	12816	12816	True
IL17D	3315	3315	True
IL17RA	3067	3067	True
IL17RB	758	758	True
IL17RC	4862	4862	True
IL17RD	4046	4046	True
IL17RE	2767	2767	True
IL18	752	752	True
IL18BP	9702	9702	True
IL18R1	15203	15203	True
IL19	14377	14377	True
IL1A	14362	14362	True
IL1B	13906	13906	True
IL1R1	6457	6457	True
IL1RAP	1699	1699	True
IL1RAPL2	12384	12384	True
IL1RN	11649	11649	True
IL20	101	101	True
IL20RA	291	291	True
IL20RB	9630	9630	True
IL23A	9945	9945	True
IL24	11104	11104	True
IL27RA	4355	4355	True
IL32	14240	14240	True
IL34	13340	13340	True
IL36RN	14493	14493	True
IL3RA	12227	12227	True
IL4I1	12617	12617	True
IL4R	1582	1582	True
IL6	13734	13734	True
IL6R	399	399	True
IL6ST	9659	9659	True
IL7	12863	12863	True
ILDR1	2426	2426	True
ILDR2	13582	13582	True
ILF2	5782	5782	True
ILF3	7911	7911	True
ILK	5415	5415	True
ILKAP	2686	2686	True
ILVBL	3822	3822	True
IMMP1L	7133	7133	True
IMMP2L	8455	8455	True
IMMT	7204	7204	True
IMP3	8490	8490	True
IMP4	10626	10626	True
IMPA1	10327	10327	True
IMPA2	3479	3479	True
IMPACT	10191	10191	True
IMPAD1	4706	4706	True
IMPDH1	5856	5856	True
IMPDH2	5337	5337	True
